,Finish,Start,Car #,Driver,Make,Pts,S1,S2,S3,Laps,Led,Status,Rating,Team,track,season
11,12,23,88.0,Dale Earnhardt Jr.,Chevrolet,25,,,,160,0,running,82.1,Hendrick Motorsports,Pocono,2017
12,13,18,41.0,Kurt Busch,Ford,31,,4,,160,0,running,79.5,Stewart-Haas Racing,Pocono,2017
13,14,20,31.0,Ryan Newman,Chevrolet,29,,5,,160,0,running,80.7,Richard Childress Racing,Pocono,2017
14,15,22,10.0,Danica Patrick,Ford,30,,3,,160,0,running,73.6,Stewart-Haas Racing,Pocono,2017
15,16,21,17.0,Ricky Stenhouse Jr.,Ford,25,,7,,160,11,running,71.7,Roush Fenway Racing,Pocono,2017
16,17,30,13.0,Ty Dillon,Chevrolet,20,,,,159,0,running,55.2,Germain Racing,Pocono,2017
17,18,17,95.0,Michael McDowell,Chevrolet,21,,9,,159,0,running,59.7,Leavine Family Racing,Pocono,2017
18,19,27,27.0,Paul Menard,Chevrolet,18,,,,159,0,running,51.5,Richard Childress Racing,Pocono,2017
19,20,19,6.0,Trevor Bayne,Ford,20,,8,,159,0,running,60.2,Roush Fenway Racing,Pocono,2017
20,21,26,3.0,Austin Dillon,Chevrolet,16,,,,159,2,running,53.0,Richard Childress Racing,Pocono,2017
21,22,33,38.0,David Ragan,Ford,15,,,,159,0,running,52.5,Front Row Motorsports,Pocono,2017
22,23,28,47.0,A.J. Allmendinger,Chevrolet,15,,10,,159,0,running,56.5,JTG Daugherty Racing,Pocono,2017
23,24,32,72.0,Cole Whitt,Chevrolet,13,,,,159,0,running,43.0,TriStar Motorsports,Pocono,2017
24,25,34,23.0,Corey LaJoie,Toyota,0,,,,159,0,running,43.7,BK Racing,Pocono,2017
25,26,3,1.0,Jamie McMurray,Chevrolet,16,6,,,159,0,running,64.1,Chip Ganassi Racing,Pocono,2017
26,27,10,22.0,Joey Logano,Ford,10,,,,159,0,running,65.2,Team Penske,Pocono,2017
27,28,24,37.0,Chris Buescher,Chevrolet,9,,,,159,0,running,49.6,JTG Daugherty Racing,Pocono,2017
28,29,31,34.0,Landon Cassill,Ford,8,,,,158,0,running,40.3,Front Row Motorsports,Pocono,2017
29,30,5,21.0,Ryan Blaney,Ford,13,5,,,158,0,running,71.0,Wood Brothers Racing,Pocono,2017
30,31,35,15.0,Gray Gaulding,Chevrolet,6,,,,157,0,running,35.8,Premium Motorsports,Pocono,2017
31,32,36,83.0,Stephen Leicht,Toyota,0,,,,153,0,running,33.0,BK Racing,Pocono,2017
32,33,16,42.0,Kyle Larson,Chevrolet,6,9,,,148,0,running,74.8,Chip Ganassi Racing,Pocono,2017
33,34,37,55.0,Derrike Cope,Toyota,3,,,,85,0,transmission,32.0,Premium Motorsports,Pocono,2017
34,35,14,48.0,Jimmie Johnson,Chevrolet,2,,,,57,0,accident,45.3,Hendrick Motorsports,Pocono,2017
35,36,38,33.0,Jeffrey Earnhardt,Chevrolet,1,,,,24,0,engine,27.3,Circle Sport / TMG,Pocono,2017
36,37,29,32.0,Matt DiBenedetto,Ford,1,,,,1,0,accident,25.2,GO FAS Racing,Pocono,2017
37,38,25,43.0,Aric Almirola,Ford,1,,,,0,0,accident,26.0,Richard Petty Motorsports,Pocono,2017
0,1,3,78.0,Martin Truex Jr.,Toyota,58,2,2,,90,24,running,139.5,Furniture Row Racing,WatkinsGlen,2017
1,2,15,20.0,Matt Kenseth,Toyota,43,,3,,90,0,running,111.4,Joe Gibbs Racing,WatkinsGlen,2017
2,3,5,19.0,Daniel Suarez,Toyota,44,,1,,90,14,running,113.1,Joe Gibbs Racing,WatkinsGlen,2017
3,4,11,11.0,Denny Hamlin,Toyota,38,,6,,90,0,running,91.7,Joe Gibbs Racing,WatkinsGlen,2017
4,5,12,14.0,Clint Bowyer,Ford,32,,,,90,0,running,87.9,Stewart-Haas Racing,WatkinsGlen,2017
5,6,18,41.0,Kurt Busch,Ford,34,,8,,90,0,running,91.2,Stewart-Haas Racing,WatkinsGlen,2017
6,7,1,18.0,Kyle Busch,Toyota,42,1,9,,90,21,running,113.6,Joe Gibbs Racing,WatkinsGlen,2017
7,8,16,21.0,Ryan Blaney,Ford,36,,4,,90,2,running,105.5,Wood Brothers Racing,WatkinsGlen,2017
8,9,7,47.0,A.J. Allmendinger,Chevrolet,32,8,10,,90,0,running,83.7,JTG Daugherty Racing,WatkinsGlen,2017
9,10,6,77.0,Erik Jones,Toyota,33,,5,,90,0,running,92.2,Furniture Row Racing,WatkinsGlen,2017
10,11,17,37.0,Chris Buescher,Chevrolet,26,,,,90,0,running,74.8,JTG Daugherty Racing,WatkinsGlen,2017
11,12,14,95.0,Michael McDowell,Chevrolet,25,,,,90,0,running,74.5,Leavine Family Racing,WatkinsGlen,2017
12,13,4,24.0,Chase Elliott,Chevrolet,32,3,,,90,9,running,103.1,Hendrick Motorsports,WatkinsGlen,2017
13,14,9,1.0,Jamie McMurray,Chevrolet,28,6,,,90,0,running,89.3,Chip Ganassi Racing,WatkinsGlen,2017
14,15,8,2.0,Brad Keselowski,Ford,32,5,7,,90,20,running,106.0,Team Penske,WatkinsGlen,2017
15,16,19,5.0,Kasey Kahne,Chevrolet,23,9,,,90,0,running,74.7,Hendrick Motorsports,WatkinsGlen,2017
16,17,20,4.0,Kevin Harvick,Ford,20,,,,90,0,running,68.4,Stewart-Haas Racing,WatkinsGlen,2017
17,18,21,27.0,Paul Menard,Chevrolet,19,,,,90,0,running,61.0,Richard Childress Racing,WatkinsGlen,2017
18,19,24,13.0,Ty Dillon,Chevrolet,18,,,,90,0,running,54.9,Germain Racing,WatkinsGlen,2017
19,20,22,17.0,Ricky Stenhouse Jr.,Ford,18,10,,,90,0,running,56.5,Roush Fenway Racing,WatkinsGlen,2017
20,21,29,43.0,Aric Almirola,Ford,16,,,,90,0,running,49.2,Richard Petty Motorsports,WatkinsGlen,2017
21,22,25,10.0,Danica Patrick,Ford,15,,,,90,0,running,54.7,Stewart-Haas Racing,WatkinsGlen,2017
22,23,2,42.0,Kyle Larson,Chevrolet,21,4,,,90,0,running,74.3,Chip Ganassi Racing,WatkinsGlen,2017
23,24,13,22.0,Joey Logano,Ford,17,7,,,90,0,running,71.7,Team Penske,WatkinsGlen,2017
24,25,23,31.0,Ryan Newman,Chevrolet,12,,,,90,0,running,56.8,Richard Childress Racing,WatkinsGlen,2017
25,26,27,3.0,Austin Dillon,Chevrolet,11,,,,90,0,running,56.3,Richard Childress Racing,WatkinsGlen,2017
26,27,31,38.0,David Ragan,Ford,10,,,,90,0,running,43.7,Front Row Motorsports,WatkinsGlen,2017
27,28,37,32.0,Matt DiBenedetto,Ford,9,,,,90,0,running,38.8,GO FAS Racing,WatkinsGlen,2017
28,29,10,48.0,Jimmie Johnson,Chevrolet,8,,,,90,0,running,66.2,Hendrick Motorsports,WatkinsGlen,2017
29,30,35,33.0,Boris Said,Chevrolet,7,,,,89,0,running,29.0,Circle Sport / TMG,WatkinsGlen,2017
30,31,34,15.0,Gary Klutt,Chevrolet,6,,,,89,0,running,30.3,Premium Motorsports,WatkinsGlen,2017
31,32,33,83.0,Brett Moffitt,Toyota,0,,,,89,0,running,34.5,BK Racing,WatkinsGlen,2017
32,33,36,23.0,Corey LaJoie,Toyota,0,,,,89,0,running,32.2,BK Racing,WatkinsGlen,2017
33,34,26,72.0,Cole Whitt,Chevrolet,3,,,,81,0,running,41.7,TriStar Motorsports,WatkinsGlen,2017
34,35,30,6.0,Trevor Bayne,Ford,2,,,,80,0,running,26.4,Roush Fenway Racing,WatkinsGlen,2017
35,36,32,34.0,Landon Cassill,Ford,1,,,,78,0,running,31.7,Front Row Motorsports,WatkinsGlen,2017
36,37,28,88.0,Dale Earnhardt Jr.,Chevrolet,1,,,,22,0,engine,31.5,Hendrick Motorsports,WatkinsGlen,2017
0,1,9,42.0,Kyle Larson,Chevrolet,45,9,8,,202,2,running,104.3,Chip Ganassi Racing,Michigan,2017
1,2,13,78.0,Martin Truex Jr.,Toyota,52,4,1,,202,57,running,124.5,Furniture Row Racing,Michigan,2017
2,3,8,77.0,Erik Jones,Toyota,47,5,4,,202,5,running,115.8,Furniture Row Racing,Michigan,2017
3,4,25,31.0,Ryan Newman,Chevrolet,33,,,,202,0,running,74.7,Richard Childress Racing,Michigan,2017
4,5,21,6.0,Trevor Bayne,Ford,32,,,,202,0,running,77.0,Roush Fenway Racing,Michigan,2017
5,6,20,37.0,Chris Buescher,Chevrolet,31,,,,202,0,running,72.6,JTG Daugherty Racing,Michigan,2017
6,7,17,3.0,Austin Dillon,Chevrolet,30,,,,202,0,running,82.3,Richard Childress Racing,Michigan,2017
7,8,5,24.0,Chase Elliott,Chevrolet,37,3,,,202,0,running,98.4,Hendrick Motorsports,Michigan,2017
8,9,7,1.0,Jamie McMurray,Chevrolet,32,,7,,202,0,running,89.1,Chip Ganassi Racing,Michigan,2017
9,10,6,18.0,Kyle Busch,Toyota,32,8,9,,202,14,running,95.0,Joe Gibbs Racing,Michigan,2017
10,11,15,41.0,Kurt Busch,Ford,26,,,,202,0,running,81.3,Stewart-Haas Racing,Michigan,2017
11,12,24,43.0,Aric Almirola,Ford,25,,,,202,0,running,70.5,Richard Petty Motorsports,Michigan,2017
12,13,3,4.0,Kevin Harvick,Ford,41,2,3,,202,0,running,113.4,Stewart-Haas Racing,Michigan,2017
13,14,19,88.0,Dale Earnhardt Jr.,Chevrolet,23,,,,202,0,running,72.8,Hendrick Motorsports,Michigan,2017
14,15,12,21.0,Ryan Blaney,Ford,27,,6,,202,0,running,87.9,Wood Brothers Racing,Michigan,2017
15,16,10,11.0,Denny Hamlin,Toyota,23,10,10,,202,16,running,87.1,Joe Gibbs Racing,Michigan,2017
16,17,1,2.0,Brad Keselowski,Ford,39,1,2,,202,105,running,117.5,Team Penske,Michigan,2017
17,18,14,17.0,Ricky Stenhouse Jr.,Ford,19,,,,202,0,running,72.2,Roush Fenway Racing,Michigan,2017
18,19,22,48.0,Jimmie Johnson,Chevrolet,18,,,,202,0,running,64.3,Hendrick Motorsports,Michigan,2017
19,20,29,47.0,A.J. Allmendinger,Chevrolet,17,,,,202,0,running,55.8,JTG Daugherty Racing,Michigan,2017
20,21,33,13.0,Ty Dillon,Chevrolet,16,,,,202,0,running,51.5,Germain Racing,Michigan,2017
21,22,18,10.0,Danica Patrick,Ford,15,,,,202,0,running,55.0,Stewart-Haas Racing,Michigan,2017
22,23,11,14.0,Clint Bowyer,Ford,14,,,,202,0,running,77.1,Stewart-Haas Racing,Michigan,2017
23,24,4,20.0,Matt Kenseth,Toyota,17,7,,,202,0,running,89.3,Joe Gibbs Racing,Michigan,2017
24,25,32,34.0,Landon Cassill,Ford,12,,,,200,0,running,41.3,Front Row Motorsports,Michigan,2017
25,26,27,32.0,Matt DiBenedetto,Ford,11,,,,200,0,running,40.9,GO FAS Racing,Michigan,2017
26,27,26,95.0,Michael McDowell,Chevrolet,10,,,,200,0,running,49.8,Leavine Family Racing,Michigan,2017
27,28,2,22.0,Joey Logano,Ford,14,6,,,200,0,running,85.5,Team Penske,Michigan,2017
28,29,31,72.0,Cole Whitt,Chevrolet,8,,,,199,0,running,39.4,TriStar Motorsports,Michigan,2017
29,30,28,38.0,David Ragan,Ford,7,,,,199,0,running,42.5,Front Row Motorsports,Michigan,2017
30,31,34,23.0,Corey LaJoie,Toyota,0,,,,199,0,running,39.2,BK Racing,Michigan,2017
31,32,35,83.0,Brett Moffitt,Toyota,0,,,,198,0,running,33.7,BK Racing,Michigan,2017
32,33,38,55.0,Reed Sorenson,Chevrolet,4,,,,197,0,running,31.0,Premium Motorsports,Michigan,2017
33,34,30,27.0,Paul Menard,Chevrolet,3,,,,196,0,accident,51.1,Richard Childress Racing,Michigan,2017
34,35,36,33.0,Jeffrey Earnhardt,Chevrolet,2,,,,196,0,running,28.0,Circle Sport / TMG,Michigan,2017
35,36,39,51.0,B.J. McLeod,Chevrolet,0,,,,178,0,running,24.8,Rick Ware Racing,Michigan,2017
36,37,16,19.0,Daniel Suarez,Toyota,7,,5,,138,3,accident,78.9,Joe Gibbs Racing,Michigan,2017
37,38,23,5.0,Kasey Kahne,Chevrolet,1,,,,138,0,accident,63.9,Hendrick Motorsports,Michigan,2017
38,39,37,15.0,Derrike Cope,Toyota,1,,,,107,0,engine,25.3,Premium Motorsports,Michigan,2017
0,1,18,18.0,Kyle Busch,Toyota,53,1,8,,500,156,running,133.2,Joe Gibbs Racing,Bristol,2017
1,2,1,77.0,Erik Jones,Toyota,50,2,5,,500,260,running,139.3,Furniture Row Racing,Bristol,2017
2,3,7,11.0,Denny Hamlin,Toyota,43,6,7,,500,0,running,113.2,Joe Gibbs Racing,Bristol,2017
3,4,5,20.0,Matt Kenseth,Toyota,49,5,1,,500,11,running,108.6,Joe Gibbs Racing,Bristol,2017
4,5,25,41.0,Kurt Busch,Ford,32,,,,500,0,running,83.4,Stewart-Haas Racing,Bristol,2017
5,6,13,31.0,Ryan Newman,Chevrolet,38,,4,,500,1,running,91.2,Richard Childress Racing,Bristol,2017
6,7,20,6.0,Trevor Bayne,Ford,30,,,,500,0,running,83.0,Roush Fenway Racing,Bristol,2017
7,8,29,4.0,Kevin Harvick,Ford,37,,3,,500,0,running,99.2,Stewart-Haas Racing,Bristol,2017
8,9,2,42.0,Kyle Larson,Chevrolet,41,3,6,,500,70,running,116.0,Chip Ganassi Racing,Bristol,2017
9,10,10,21.0,Ryan Blaney,Ford,31,7,,,500,0,running,96.5,Wood Brothers Racing,Bristol,2017
10,11,21,48.0,Jimmie Johnson,Chevrolet,36,10,2,,500,0,running,92.8,Hendrick Motorsports,Bristol,2017
11,12,11,1.0,Jamie McMurray,Chevrolet,25,,,,500,0,running,86.7,Chip Ganassi Racing,Bristol,2017
12,13,8,22.0,Joey Logano,Ford,27,8,,,500,0,running,84.2,Team Penske,Bristol,2017
13,14,14,17.0,Ricky Stenhouse Jr.,Ford,23,,,,500,0,running,82.7,Roush Fenway Racing,Bristol,2017
14,15,12,19.0,Daniel Suarez,Toyota,22,,,,500,0,running,77.9,Joe Gibbs Racing,Bristol,2017
15,16,27,27.0,Paul Menard,Chevrolet,23,,9,,499,0,running,63.9,Richard Childress Racing,Bristol,2017
16,17,19,38.0,David Ragan,Ford,20,,,,499,0,running,65.4,Front Row Motorsports,Bristol,2017
17,18,4,24.0,Chase Elliott,Chevrolet,26,4,,,499,2,running,93.4,Hendrick Motorsports,Bristol,2017
18,19,9,14.0,Clint Bowyer,Ford,19,,10,,499,0,running,75.7,Stewart-Haas Racing,Bristol,2017
19,20,26,95.0,Michael McDowell,Chevrolet,17,,,,499,0,running,56.6,Leavine Family Racing,Bristol,2017
20,21,6,78.0,Martin Truex Jr.,Toyota,18,9,,,499,0,running,92.3,Furniture Row Racing,Bristol,2017
21,22,23,47.0,A.J. Allmendinger,Chevrolet,15,,,,498,0,running,58.3,JTG Daugherty Racing,Bristol,2017
22,23,31,88.0,Dale Earnhardt Jr.,Chevrolet,14,,,,497,0,running,60.9,Hendrick Motorsports,Bristol,2017
23,24,3,5.0,Kasey Kahne,Chevrolet,13,,,,497,0,running,57.9,Hendrick Motorsports,Bristol,2017
24,25,24,10.0,Danica Patrick,Ford,12,,,,496,0,running,44.5,Stewart-Haas Racing,Bristol,2017
25,26,34,32.0,Matt DiBenedetto,Ford,11,,,,496,0,running,50.5,GO FAS Racing,Bristol,2017
26,27,15,37.0,Chris Buescher,Chevrolet,10,,,,496,0,running,64.2,JTG Daugherty Racing,Bristol,2017
27,28,35,83.0,Corey LaJoie,Toyota,0,,,,495,0,running,40.3,BK Racing,Bristol,2017
28,29,17,2.0,Brad Keselowski,Ford,8,,,,493,0,running,38.6,Team Penske,Bristol,2017
29,30,30,7.0,J.J. Yeley,Chevrolet,0,,,,493,0,running,39.7,Tommy Baldwin Racing,Bristol,2017
30,31,37,55.0,Gray Gaulding,Chevrolet,6,,,,488,0,running,34.2,Premium Motorsports,Bristol,2017
31,32,36,51.0,B.J. McLeod,Chevrolet,0,,,,482,0,running,30.6,Rick Ware Racing,Bristol,2017
32,33,32,72.0,Cole Whitt,Chevrolet,4,,,,480,0,running,39.8,TriStar Motorsports,Bristol,2017
33,34,40,23.0,Joey Gase,Toyota,0,,,,476,0,running,28.0,BK Racing,Bristol,2017
34,35,33,34.0,Landon Cassill,Ford,2,,,,412,0,accident,45.0,Front Row Motorsports,Bristol,2017
35,36,22,13.0,Ty Dillon,Chevrolet,1,,,,394,0,accident,50.1,Germain Racing,Bristol,2017
36,37,28,43.0,Aric Almirola,Ford,1,,,,390,0,accident,43.1,Richard Petty Motorsports,Bristol,2017
37,38,39,15.0,Reed Sorenson,Chevrolet,1,,,,352,0,transmission,31.8,Premium Motorsports,Bristol,2017
38,39,16,3.0,Austin Dillon,Chevrolet,1,,,,230,0,accident,47.5,Richard Childress Racing,Bristol,2017
39,40,38,33.0,Jeffrey Earnhardt,Chevrolet,1,,,,225,0,accident,26.2,Circle Sport / TMG,Bristol,2017
0,1,9,11.0,Denny Hamlin,Toyota,57,3,2,,367,124,running,136.9,Joe Gibbs Racing,Darlington,2017
1,2,3,18.0,Kyle Busch,Toyota,43,9,5,,367,6,running,116.5,Joe Gibbs Racing,Darlington,2017
2,3,7,41.0,Kurt Busch,Ford,38,,7,,367,7,running,107.1,Stewart-Haas Racing,Darlington,2017
3,4,13,3.0,Austin Dillon,Chevrolet,36,10,9,,367,0,running,96.2,Richard Childress Racing,Darlington,2017
4,5,10,77.0,Erik Jones,Toyota,37,6,,,367,0,running,103.1,Furniture Row Racing,Darlington,2017
5,6,11,20.0,Matt Kenseth,Toyota,32,,10,,367,0,running,100.2,Joe Gibbs Racing,Darlington,2017
6,7,17,31.0,Ryan Newman,Chevrolet,30,,,,367,0,running,87.2,Richard Childress Racing,Darlington,2017
7,8,2,78.0,Martin Truex Jr.,Toyota,49,1,1,,367,76,running,124.2,Furniture Row Racing,Darlington,2017
8,9,1,4.0,Kevin Harvick,Ford,43,4,3,,366,22,running,109.3,Stewart-Haas Racing,Darlington,2017
9,10,5,1.0,Jamie McMurray,Chevrolet,34,7,8,,366,0,running,86.4,Chip Ganassi Racing,Darlington,2017
10,11,20,24.0,Chase Elliott,Chevrolet,26,,,,366,0,running,82.8,Hendrick Motorsports,Darlington,2017
11,12,18,48.0,Jimmie Johnson,Chevrolet,25,,,,366,0,running,84.4,Hendrick Motorsports,Darlington,2017
12,13,25,13.0,Ty Dillon,Chevrolet,24,,,,366,0,running,75.7,Germain Racing,Darlington,2017
13,14,4,42.0,Kyle Larson,Chevrolet,39,2,4,,366,124,running,111.1,Chip Ganassi Racing,Darlington,2017
14,15,6,2.0,Brad Keselowski,Ford,33,5,6,,366,3,running,97.1,Team Penske,Darlington,2017
15,16,21,27.0,Paul Menard,Chevrolet,21,,,,366,0,running,69.4,Richard Childress Racing,Darlington,2017
16,17,27,37.0,Chris Buescher,Chevrolet,20,,,,366,0,running,65.9,JTG Daugherty Racing,Darlington,2017
17,18,8,22.0,Joey Logano,Ford,22,8,,,366,0,running,82.4,Team Penske,Darlington,2017
18,19,30,95.0,Michael McDowell,Chevrolet,18,,,,365,0,running,67.0,Leavine Family Racing,Darlington,2017
19,20,15,43.0,Aric Almirola,Ford,17,,,,365,0,running,61.5,Richard Petty Motorsports,Darlington,2017
20,21,31,34.0,Landon Cassill,Ford,16,,,,365,5,running,57.1,Front Row Motorsports,Darlington,2017
21,22,22,88.0,Dale Earnhardt Jr.,Chevrolet,15,,,,365,0,running,72.1,Hendrick Motorsports,Darlington,2017
22,23,34,72.0,Cole Whitt,Chevrolet,14,,,,364,0,running,49.3,TriStar Motorsports,Darlington,2017
23,24,23,5.0,Kasey Kahne,Chevrolet,13,,,,364,0,running,63.7,Hendrick Motorsports,Darlington,2017
24,25,26,38.0,David Ragan,Ford,12,,,,363,0,running,59.6,Front Row Motorsports,Darlington,2017
25,26,33,10.0,Danica Patrick,Ford,11,,,,363,0,running,54.9,Stewart-Haas Racing,Darlington,2017
26,27,28,32.0,Matt DiBenedetto,Ford,10,,,,362,0,running,48.4,GO FAS Racing,Darlington,2017
27,28,35,23.0,Corey LaJoie,Toyota,0,,,,360,0,running,48.4,BK Racing,Darlington,2017
28,29,14,17.0,Ricky Stenhouse Jr.,Ford,8,,,,358,0,running,49.9,Roush Fenway Racing,Darlington,2017
29,30,37,33.0,Jeffrey Earnhardt,Chevrolet,7,,,,356,0,running,39.9,Circle Sport / TMG,Darlington,2017
30,31,12,21.0,Ryan Blaney,Ford,6,,,,356,0,running,46.7,Wood Brothers Racing,Darlington,2017
31,32,38,55.0,Derrike Cope,Toyota,5,,,,351,0,running,33.7,Premium Motorsports,Darlington,2017
32,33,40,66.0,Carl Long,Chevrolet,0,,,,350,0,running,34.3,MBM Motorsports,Darlington,2017
33,34,29,47.0,A.J. Allmendinger,Chevrolet,3,,,,340,0,running,30.6,JTG Daugherty Racing,Darlington,2017
34,35,24,6.0,Trevor Bayne,Ford,2,,,,336,0,running,30.5,Roush Fenway Racing,Darlington,2017
35,36,36,83.0,Gray Gaulding,Toyota,1,,,,202,0,accident,39.4,BK Racing,Darlington,2017
36,37,39,51.0,Cody Ware,Chevrolet,1,,,,144,0,accident,27.0,Rick Ware Racing,Darlington,2017
37,38,19,19.0,Daniel Suarez,Toyota,1,,,,125,0,accident,49.7,Joe Gibbs Racing,Darlington,2017
38,39,32,15.0,Reed Sorenson,Toyota,1,,,,104,0,clutch,33.7,Premium Motorsports,Darlington,2017
39,40,16,14.0,Clint Bowyer,Ford,1,,,,18,0,engine,30.0,Stewart-Haas Racing,Darlington,2017
0,1,4,42.0,Kyle Larson,Chevrolet,54,2,6,,404,53,running,125.8,Chip Ganassi Racing,Richmond,2017
1,2,12,22.0,Joey Logano,Ford,47,6,4,,404,0,running,102.4,Team Penske,Richmond,2017
2,3,27,31.0,Ryan Newman,Chevrolet,36,,9,,404,4,running,86.2,Richard Childress Racing,Richmond,2017
3,4,3,41.0,Kurt Busch,Ford,37,10,8,,404,0,running,107.7,Stewart-Haas Racing,Richmond,2017
4,5,2,11.0,Denny Hamlin,Toyota,32,,,,404,0,running,87.5,Joe Gibbs Racing,Richmond,2017
5,6,10,77.0,Erik Jones,Toyota,43,7,3,,404,0,running,104.9,Furniture Row Racing,Richmond,2017
6,7,16,19.0,Daniel Suarez,Toyota,30,,,,404,0,running,79.6,Joe Gibbs Racing,Richmond,2017
7,8,20,48.0,Jimmie Johnson,Chevrolet,29,,,,404,0,running,84.5,Hendrick Motorsports,Richmond,2017
8,9,7,18.0,Kyle Busch,Toyota,39,1,10,,404,38,running,107.8,Joe Gibbs Racing,Richmond,2017
9,10,9,24.0,Chase Elliott,Chevrolet,29,9,,,404,0,running,93.6,Hendrick Motorsports,Richmond,2017
10,11,15,2.0,Brad Keselowski,Ford,32,,5,,404,9,running,102.9,Team Penske,Richmond,2017
11,12,17,5.0,Kasey Kahne,Chevrolet,25,,,,404,0,running,85.9,Hendrick Motorsports,Richmond,2017
12,13,21,88.0,Dale Earnhardt Jr.,Chevrolet,28,,7,,404,13,running,90.2,Hendrick Motorsports,Richmond,2017
13,14,11,1.0,Jamie McMurray,Chevrolet,23,,,,404,0,running,72.5,Chip Ganassi Racing,Richmond,2017
14,15,6,4.0,Kevin Harvick,Ford,25,8,,,404,0,running,88.7,Stewart-Haas Racing,Richmond,2017
15,16,28,95.0,Michael McDowell,Chevrolet,21,,,,404,0,running,58.3,Leavine Family Racing,Richmond,2017
16,17,23,43.0,Aric Almirola,Ford,20,,,,404,0,running,63.2,Richard Petty Motorsports,Richmond,2017
17,18,14,21.0,Ryan Blaney,Ford,19,,,,404,0,running,72.8,Wood Brothers Racing,Richmond,2017
18,19,8,17.0,Ricky Stenhouse Jr.,Ford,18,,,,404,0,running,66.7,Roush Fenway Racing,Richmond,2017
19,20,5,78.0,Martin Truex Jr.,Toyota,33,5,1,,403,198,accident,124.9,Furniture Row Racing,Richmond,2017
20,21,31,3.0,Austin Dillon,Chevrolet,16,,,,403,0,running,61.0,Richard Childress Racing,Richmond,2017
21,22,32,13.0,Ty Dillon,Chevrolet,15,,,,403,0,running,52.0,Germain Racing,Richmond,2017
22,23,19,10.0,Danica Patrick,Ford,14,,,,403,0,running,63.5,Stewart-Haas Racing,Richmond,2017
23,24,13,14.0,Clint Bowyer,Ford,21,3,,,403,0,running,74.2,Stewart-Haas Racing,Richmond,2017
24,25,18,6.0,Trevor Bayne,Ford,12,,,,402,0,running,52.5,Roush Fenway Racing,Richmond,2017
25,26,22,47.0,A.J. Allmendinger,Chevrolet,11,,,,402,0,running,46.9,JTG Daugherty Racing,Richmond,2017
26,27,29,38.0,David Ragan,Ford,10,,,,402,0,running,50.1,Front Row Motorsports,Richmond,2017
27,28,26,27.0,Paul Menard,Chevrolet,9,,,,402,0,running,55.1,Richard Childress Racing,Richmond,2017
28,29,33,83.0,Corey LaJoie,Toyota,0,,,,400,0,running,41.9,BK Racing,Richmond,2017
29,30,36,55.0,Reed Sorenson,Chevrolet,7,,,,400,0,running,39.6,Premium Motorsports,Richmond,2017
30,31,25,32.0,Matt DiBenedetto,Ford,6,,,,400,0,running,41.4,GO FAS Racing,Richmond,2017
31,32,24,37.0,Chris Buescher,Chevrolet,5,,,,400,0,running,39.7,JTG Daugherty Racing,Richmond,2017
32,33,35,72.0,Cole Whitt,Chevrolet,4,,,,396,0,running,33.5,TriStar Motorsports,Richmond,2017
33,34,37,33.0,Jeffrey Earnhardt,Chevrolet,3,,,,395,0,running,30.2,Circle Sport / TMG,Richmond,2017
34,35,34,23.0,Gray Gaulding,Toyota,2,,,,393,0,running,33.2,BK Racing,Richmond,2017
35,36,38,15.0,Derrike Cope,Chevrolet,1,,,,388,0,running,26.3,Premium Motorsports,Richmond,2017
36,37,39,51.0,B.J. McLeod,Chevrolet,0,,,,318,0,transmission,26.9,Rick Ware Racing,Richmond,2017
37,38,1,20.0,Matt Kenseth,Toyota,17,4,2,,257,89,accident,104.3,Joe Gibbs Racing,Richmond,2017
38,39,30,34.0,Landon Cassill,Ford,1,,,,33,0,accident,25.2,Front Row Motorsports,Richmond,2017
0,1,3,78.0,Martin Truex Jr.,Toyota,49,10,3,,267,77,running,129.9,Furniture Row Racing,Chicago,2017
1,2,8,24.0,Chase Elliott,Chevrolet,53,3,1,,267,42,running,122.0,Hendrick Motorsports,Chicago,2017
2,3,4,4.0,Kevin Harvick,Ford,52,2,2,,267,59,running,123.6,Stewart-Haas Racing,Chicago,2017
3,4,2,11.0,Denny Hamlin,Toyota,45,4,6,,267,1,running,112.8,Joe Gibbs Racing,Chicago,2017
4,5,6,42.0,Kyle Larson,Chevrolet,42,8,4,,267,0,running,103.7,Chip Ganassi Racing,Chicago,2017
5,6,5,2.0,Brad Keselowski,Ford,42,6,5,,267,1,running,106.5,Team Penske,Chicago,2017
6,7,7,22.0,Joey Logano,Ford,40,5,7,,267,0,running,99.3,Team Penske,Chicago,2017
7,8,14,48.0,Jimmie Johnson,Chevrolet,29,,,,267,0,running,93.1,Hendrick Motorsports,Chicago,2017
8,9,10,20.0,Matt Kenseth,Toyota,34,7,9,,267,0,running,95.7,Joe Gibbs Racing,Chicago,2017
9,10,19,1.0,Jamie McMurray,Chevrolet,28,,10,,267,0,running,86.7,Chip Ganassi Racing,Chicago,2017
10,11,12,21.0,Ryan Blaney,Ford,26,,,,267,0,running,83.1,Wood Brothers Racing,Chicago,2017
11,12,13,19.0,Daniel Suarez,Toyota,27,9,,,267,0,running,87.2,Joe Gibbs Racing,Chicago,2017
12,13,11,14.0,Clint Bowyer,Ford,24,,,,266,0,running,79.2,Stewart-Haas Racing,Chicago,2017
13,14,28,27.0,Paul Menard,Chevrolet,23,,,,266,0,running,72.3,Richard Childress Racing,Chicago,2017
